1.000000000000000000e+00 2.999999999999999889e-02 6.042523317621101342e+03
1.000000000000000000e+00 4.714285714285713913e-02 6.238090462340788690e+03
1.000000000000000000e+00 6.428571428571427937e-02 6.238090462340788690e+03
1.000000000000000000e+00 8.142857142857143349e-02 6.238090462340788690e+03
1.000000000000000000e+00 9.857142857142857373e-02 6.238090462340788690e+03
1.000000000000000000e+00 1.157142857142857140e-01 6.238090462340788690e+03
1.000000000000000000e+00 1.328571428571428681e-01 6.326346404573262589e+03
1.000000000000000000e+00 1.499999999999999944e-01 6.326346404573262589e+03
2.000000000000000000e+00 2.999999999999999889e-02 6.188947949052251715e+03
2.000000000000000000e+00 4.714285714285713913e-02 6.698425433757897736e+03
2.000000000000000000e+00 6.428571428571427937e-02 6.698425433757897736e+03
2.000000000000000000e+00 8.142857142857143349e-02 1.398496469310157467e+06
2.000000000000000000e+00 9.857142857142857373e-02 1.842618944166847738e+06
2.000000000000000000e+00 1.157142857142857140e-01 2.365625067883132026e+06
2.000000000000000000e+00 1.328571428571428681e-01 5.671093208239853382e+06
2.000000000000000000e+00 1.499999999999999944e-01 3.411824195649995003e+06
4.000000000000000000e+00 2.999999999999999889e-02 1.617216853078510147e+06
4.000000000000000000e+00 4.714285714285713913e-02 4.325460359958351590e+06
4.000000000000000000e+00 6.428571428571427937e-02 5.294103336681174114e+06
4.000000000000000000e+00 8.142857142857143349e-02 7.753195789473684505e+06
4.000000000000000000e+00 9.857142857142857373e-02 9.954783027121609077e+06
4.000000000000000000e+00 1.157142857142857140e-01 2.432586409090908989e+07
4.000000000000000000e+00 1.328571428571428681e-01 2.638229009090908989e+07
4.000000000000000000e+00 1.499999999999999944e-01 2.660091403323756903e+07
8.000000000000000000e+00 2.999999999999999889e-02 5.516474217717055231e+06
8.000000000000000000e+00 4.714285714285713913e-02 8.576436062734533101e+06
8.000000000000000000e+00 6.428571428571427937e-02 2.506901063636363670e+07
8.000000000000000000e+00 8.142857142857143349e-02 2.656127581818181649e+07
8.000000000000000000e+00 9.857142857142857373e-02 2.667509054545454681e+07
8.000000000000000000e+00 1.157142857142857140e-01 2.667670436363636330e+07
8.000000000000000000e+00 1.328571428571428681e-01 2.667748263636363670e+07
8.000000000000000000e+00 1.499999999999999944e-01 2.667802609090908989e+07
1.600000000000000000e+01 2.999999999999999889e-02 1.310835625251306780e+07
1.600000000000000000e+01 4.714285714285713913e-02 2.641447772727272660e+07
1.600000000000000000e+01 6.428571428571427937e-02 2.667656809090908989e+07
1.600000000000000000e+01 8.142857142857143349e-02 2.667896644514949992e+07
1.600000000000000000e+01 9.857142857142857373e-02 2.667923044754952192e+07
1.600000000000000000e+01 1.157142857142857140e-01 2.667908600000000000e+07
1.600000000000000000e+01 1.328571428571428681e-01 2.667917027272727340e+07
1.600000000000000000e+01 1.499999999999999944e-01 2.667917027272727340e+07
3.200000000000000000e+01 2.999999999999999889e-02 2.639912990909091011e+07
3.200000000000000000e+01 4.714285714285713913e-02 2.667078202132785320e+07
3.200000000000000000e+01 6.428571428571427937e-02 2.667907033828195184e+07
3.200000000000000000e+01 8.142857142857143349e-02 2.667874163636363670e+07
3.200000000000000000e+01 9.857142857142857373e-02 2.667900563636363670e+07
3.200000000000000000e+01 1.157142857142857140e-01 2.667908600000000000e+07
3.200000000000000000e+01 1.328571428571428681e-01 2.667917027272727340e+07
3.200000000000000000e+01 1.499999999999999944e-01 2.667917027272727340e+07
6.400000000000000000e+01 2.999999999999999889e-02 2.661442752463725582e+07
6.400000000000000000e+01 4.714285714285713913e-02 2.667732090909091011e+07
6.400000000000000000e+01 6.428571428571427937e-02 2.667848200000000000e+07
6.400000000000000000e+01 8.142857142857143349e-02 2.667904954545454681e+07
6.400000000000000000e+01 9.857142857142857373e-02 2.667942981818181649e+07
6.400000000000000000e+01 1.157142857142857140e-01 2.667962381818181649e+07
6.400000000000000000e+01 1.328571428571428681e-01 2.667976636363636330e+07
6.400000000000000000e+01 1.499999999999999944e-01 2.667978836363636330e+07
1.280000000000000000e+02 2.999999999999999889e-02 2.667485436363636330e+07
1.280000000000000000e+02 4.714285714285713913e-02 2.667732090909091011e+07
1.280000000000000000e+02 6.428571428571427937e-02 2.667848200000000000e+07
1.280000000000000000e+02 8.142857142857143349e-02 2.667904954545454681e+07
1.280000000000000000e+02 9.857142857142857373e-02 2.667942981818181649e+07
1.280000000000000000e+02 1.157142857142857140e-01 2.667962381818181649e+07
1.280000000000000000e+02 1.328571428571428681e-01 2.667976636363636330e+07
1.280000000000000000e+02 1.499999999999999944e-01 2.667978836363636330e+07
